,Unnamed: 0,OID_,AREA,NODE_ID,TYPE,Mar_2022_Mean,Apr_2022_Mean,May_2022_Mean,Jun_2022_Mean,Jul_2022_Mean,Aug_2022_Mean,Sep_2022_Mean,Mar_2022_Median,Apr_2022_Median,May_2022_Median,Jun_2022_Median,Jul_2022_Median,Aug_2022_Median,Sep_2022_Median,Mar_2022_sd,Apr_2022_sd,May_2022_sd,Jun_2022_sd,Jul_2022_sd,Aug_2022_sd,Sep_2022_sd,Jan_2022_Mean,Feb_2022_Mean,Jan_2022_Median,Feb_2022_Median,Jan_2022_sd,Feb_2022_sd,Jan_2021_Mean,Feb_2021_Mean,Mar_2021_Mean,Apr_2021_Mean,May_2021_Mean,Jun_2021_Mean,Jul_2020_Mean,Jul_2021_Mean,Aug_2020_Mean,Aug_2021_Mean,Sep_2020_Mean,Sep_2021_Mean,Oct_2020_Mean,Oct_2021_Mean,Nov_2020_Mean,Nov_2021_Mean,Dec_2020_Mean,Dec_2021_Mean,Jan_2021_Median,Feb_2021_Median,Mar_2021_Median,Apr_2021_Median,May_2021_Median,Jun_2021_Median,Jul_2020_Median,Jul_2021_Median,Aug_2020_Median,Aug_2021_Median,Sep_2020_Median,Sep_2021_Median,Oct_2020_Median,Oct_2021_Median,Nov_2020_Median,Nov_2021_Median,Dec_2020_Median,Dec_2021_Median,Jan_2021_sd,Feb_2021_sd,Mar_2021_sd,Apr_2021_sd,May_2021_sd,Jun_2021_sd,Jul_2020_sd,Jul_2021_sd,Aug_2020_sd,Aug_2021_sd,Sep_2020_sd,Sep_2021_sd,Oct_2020_sd,Oct_2021_sd,Nov_2020_sd,Nov_2021_sd,Dec_2020_sd,Dec_2021_sd,Jan_2020_Mean,Jul_2019_Mean,Aug_2019_Mean,Sep_2019_Mean,Oct_2019_Mean,Nov_2019_Mean,Dec_2019_Mean,Jan_2020_Median,Jul_2019_Median,Aug_2019_Median,Sep_2019_Median,Oct_2019_Median,Nov_2019_Median,Dec_2019_Median,Jan_2020_sd,Jul_2019_sd,Aug_2019_sd,Sep_2019_sd,Oct_2019_sd,Nov_2019_sd,Dec_2019_sd,Feb_2020_Mean,Mar_2020_Mean,Apr_2020_Mean,May_2020_Mean,Jun_2020_Mean,Feb_2020_Median,Mar_2020_Median,Apr_2020_Median,May_2020_Median,Jun_2020_Median,Feb_2020_sd,Mar_2020_sd,Apr_2020_sd,May_2020_sd,Jun_2020_sd
1941,1941,1941,CA,SPRINGVL_6_N002,GEN,42.35952397122302,57.98796719827586,61.47494559722223,70.27024706896552,77.39421176388889,109.96057104166668,125.0316711698718,45.92622,61.476885,67.45044999999999,68.77794499999999,73.46235,95.13037,85.31222,22.289079761255103,32.941523719429604,33.470692844285225,31.058677549074496,30.853497644382397,43.74036063346726,151.70253430777956,52.27168986111111,45.15792766369048,50.40891,47.350535,17.011008631378786,23.806989986025044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,1942,1942,CA,SPRINGVL_6_N004,GEN,42.35952397122302,57.98796719827586,61.47494559722223,70.27024706896552,77.39421176388889,109.96057104166668,125.0316711698718,45.92622,61.476885,67.45044999999999,68.77794499999999,73.46235,95.13037,85.31222,22.289079761255103,32.941523719429604,33.470692844285225,31.058677549074496,30.853497644382397,43.74036063346726,151.70253430777956,52.27168986111111,45.15792766369048,50.40891,47.350535,17.011008631378786,23.806989986025044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1943,1943,CA,SPRINGVL_6_N006,GEN,42.35952397122302,57.98796719827586,61.47494559722223,70.27024706896552,77.39421176388889,109.96057104166668,125.0316711698718,45.92622,61.476885,67.45044999999999,68.77794499999999,73.46235,95.13037,85.31222,22.289079761255103,32.941523719429604,33.470692844285225,31.058677549074496,30.853497644382397,43.74036063346726,151.70253430777956,52.27168986111111,45.15792766369048,50.40891,47.350535,17.011008631378786,23.806989986025044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1944,1944,CA,SPRNGGP_7_B1,GEN,45.29780415827338,49.05327412356322,41.28137556944444,68.76810926724139,74.03677848611112,115.73237091666668,137.0227244070513,46.79171,51.26591500000001,42.76761,67.27714499999999,70.36812499999999,98.05985,91.463215,18.8209239201223,24.49599022360593,34.99362806935991,29.852817052167687,28.22665568486477,46.43621641298598,163.7061061043693,49.381391791666665,43.50537099702381,47.997555,43.56719,12.872265745067056,16.766456750684405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1945,1945,CA,SPRNGVLY_6_N001,LOAD,37.927585007194246,44.35904295977012,64.00187763888889,71.94029584770115,76.21155438888889,112.69582369444444,146.23466629807692,45.07496,57.008355,71.82593499999999,69.974625,71.28226000000001,95.411375,95.599905,26.291118649954576,43.85743369527921,37.90068632088702,32.047307797753504,30.1496954801013,46.65392793284334,174.63610755686295,53.88256843055555,45.55959982142857,52.081095,47.207335,17.19963867405662,22.771032476577137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1946,1946,CA,SPRNGVLY_6_N010,LOAD,37.927585007194246,44.35904295977012,64.00187763888889,71.94029584770115,76.21155438888889,112.69582369444444,146.23466629807692,45.07496,57.008355,71.82593499999999,69.974625,71.28226000000001,95.411375,95.599905,26.291118649954576,43.85743369527921,37.90068632088702,32.047307797753504,30.1496954801013,46.65392793284334,174.63610755686295,53.88256843055555,45.55959982142857,52.081095,47.207335,17.19963867405662,22.771032476577137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,1947,1947,NV,SQAWVLY_LNODE01,LOAD,45.10304617266187,63.06476409482759,64.23455604166666,73.70285873563219,73.29551777777777,102.85265119444443,125.71364935897437,47.16053,64.16865,68.44313,72.038195,69.02908500000001,89.807075,86.398425,21.4997271286793,31.01023081698968,31.051763967920813,30.45499795169148,26.440405171731427,38.65695719987461,154.76684827880734,50.590563625,43.78120270833333,48.539735,45.147225000000006,15.70227502463528,20.10017323261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1948,1948,NV,SQAWVLY_LNODE81,LOAD,45.10170192805756,63.06166311781609,64.22933154166667,73.70094022988505,73.29351293055555,102.85098356944444,125.70815567307692,47.15953,64.165545,68.43234000000001,72.03447,69.025645,89.807075,86.398425,21.498863733227697,31.00919005342492,31.049752409420048,30.454376982044337,26.439865679590355,38.65586856638472,154.75621942315237,50.59046847222223,43.78258793154762,48.539735,45.14971,15.701160223871872,20.100339119688776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,1949,1949,NV,SQAWVLY_LNODE82,LOAD,45.10170192805756,63.06166311781609,64.22933154166667,73.70094022988505,73.29351293055555,102.85098356944444,125.70815567307692,47.15953,64.165545,68.43234000000001,72.03447,69.025645,89.807075,86.398425,21.498863733227697,31.00919005342492,31.049752409420048,30.454376982044337,26.439865679590355,38.65586856638472,154.75621942315237,50.59046847222223,43.78258793154762,48.539735,45.14971,15.701160223871872,20.100339119688776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1950,1950,NV,SQAWVLY_LNODE83,LOAD,45.10304617266187,63.06476409482759,64.23455604166666,73.70285873563219,73.29551777777777,102.85265119444443,125.71364935897437,47.16053,64.16865,68.44313,72.038195,69.02908500000001,89.807075,86.398425,21.4997271286793,31.01023081698968,31.051763967920813,30.45499795169148,26.440405171731427,38.65695719987461,154.76684827880734,50.590563625,43.78120270833333,48.539735,45.147225000000006,15.70227502463528,20.10017323261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,1951,1951,CA,STAFFORD_6_N002,LOAD,48.46491237410072,67.99127186781608,74.87936630555555,81.77594109195402,73.99424297222222,99.28260558333334,125.50574868589744,48.59854,67.330505,74.13183,76.129155,70.011955,88.113075,87.066945,20.46959092598782,27.580128666000636,34.972924453814194,39.236001184318575,24.289159175843764,34.23202705371346,151.83667812505135,54.36081102777778,49.00737020833333,51.569065,48.410055,15.830411964642453,19.113459519128146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,1952,1952,CA,STAFFORD_6_N101,LOAD,48.46491237410072,67.99127186781608,74.87936630555555,81.77594109195402,73.99424297222222,99.28260558333334,125.50574868589744,48.59854,67.330505,74.13183,76.129155,70.011955,88.113075,87.066945,20.46959092598782,27.580128666000636,34.972924453814194,39.236001184318575,24.289159175843764,34.23202705371346,151.83667812505135,54.36081102777778,49.00737020833333,51.569065,48.410055,15.830411964642453,19.113459519128146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,1953,1953,CA,STAGG_2_N001,LOAD,47.344041323741,67.87815678160919,71.95623508333334,76.22829581896552,73.62176355555555,99.32000161111112,126.38758576923078,47.73624,67.93018000000001,74.070605,73.96756500000001,70.774395,88.284675,87.95358999999999,20.414296048345555,27.356647401006285,29.495699255499915,30.770464687034423,25.06348422413169,33.3631738727887,151.87745337883243,53.71642620833333,48.65355388392857,51.46148,48.561835,15.333172376683926,18.991059697617217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1954,1954,CA,STAGG_2_N014,LOAD,47.344041323741,67.87815678160919,71.95623508333334,76.22829581896552,73.62176355555555,99.32000161111112,126.38758576923078,47.73624,67.93018000000001,74.070605,73.96756500000001,70.774395,88.284675,87.95358999999999,20.414296048345555,27.356647401006285,29.495699255499915,30.770464687034423,25.06348422413169,33.3631738727887,151.87745337883243,53.71642620833333,48.65355388392857,51.46148,48.561835,15.333172376683926,18.991059697617217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,1955,1955,CA,STAGG_6_N001,LOAD,47.369062388489205,67.90508620689656,71.99214048611111,76.29436885057471,73.69293825,99.2939885972222,126.5517246474359,47.76475,67.955915,74.103435,74.01885,70.81786,88.358015,87.997445,20.43020291739355,27.37276961062113,29.52201256529628,30.81969889398061,25.104024741069512,33.162841233441725,152.23308653060153,53.74168581944444,48.67873395833333,51.47945,48.581050000000005,15.343185479300663,19.003825576489792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1956,1956,CA,STAGG_6_N003,LOAD,47.369062388489205,67.90508620689656,71.99214048611111,76.29436885057471,73.69293825,99.2939885972222,126.5517246474359,47.76475,67.955915,74.103435,74.01885,70.81786,88.358015,87.997445,20.43020291739355,27.37276961062113,29.52201256529628,30.81969889398061,25.104024741069512,33.162841233441725,152.23308653060153,53.74168581944444,48.67873395833333,51.47945,48.581050000000005,15.343185479300663,19.003825576489792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,1957,1957,NV,STAMPEDE_GNODEIT,GEN,45.15423818705036,63.09445149425287,64.30876091666667,73.8286342816092,73.28410048611111,102.89454640277778,125.70987381410256,47.20452,64.33321000000001,68.4776,72.13588,68.99036,89.95634,86.37502,21.538399841483827,31.02305373100232,31.06976317787524,30.483798782001507,26.434667834241363,38.74948304737019,154.80339753706815,50.56319931944445,43.78334202380952,48.530055,45.132445,15.65902223495918,20.09510234219434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,1958,1958,NV,STAMPEDE_LNODE19,LOAD,45.15423818705036,63.09445149425287,64.30876091666667,73.8286342816092,73.28410048611111,102.89454640277778,125.70987381410256,47.20452,64.33321000000001,68.4776,72.13588,68.99036,89.95634,86.37502,21.538399841483827,31.02305373100232,31.06976317787524,30.483798782001507,26.434667834241363,38.74948304737019,154.80339753706815,50.56319931944445,43.78334202380952,48.530055,45.132445,15.65902223495918,20.09510234219434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1959,1959,NV,STATELN_LNODE01,LOAD,43.94909359712231,60.93923090517241,63.52262445833333,71.6562968678161,73.13773465277778,101.4064526111111,123.01923392628204,45.88759,62.58544,67.85767999999999,70.1522,68.85157000000001,88.28027,85.38092,20.840246745632854,29.930545212919547,30.84645587638957,29.9300991179292,26.65372365259299,37.83140778286744,150.5841008380426,50.857252625,44.04460257440476,48.92805,45.2266,15.600823679793118,20.23731357793513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1960,1960,NV,STATELN_LNODE22,LOAD,43.94909359712231,60.93923090517241,63.52262445833333,71.6562968678161,73.13773465277778,101.4064526111111,123.01923392628204,45.88759,62.58544,67.85767999999999,70.1522,68.85157000000001,88.28027,85.38092,20.840246745632854,29.930545212919547,30.84645587638957,29.9300991179292,26.65372365259299,37.83140778286744,150.5841008380426,50.857252625,44.04460257440476,48.92805,45.2266,15.600823679793118,20.23731357793513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1961,1961,NV,STATELN_LNODE23,LOAD,43.94909359712231,60.93923090517241,63.52262445833333,71.6562968678161,73.13773465277778,101.4064526111111,123.01923392628204,45.88759,62.58544,67.85767999999999,70.1522,68.85157000000001,88.28027,85.38092,20.840246745632854,29.930545212919547,30.84645587638957,29.9300991179292,26.65372365259299,37.83140778286744,150.5841008380426,50.857252625,44.04460257440476,48.92805,45.2266,15.600823679793118,20.23731357793513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1962,1962,NV,STATELN_LNODELY,LOAD,43.94865512230216,60.94008462643679,63.52259729166666,71.65363727011494,73.13291666666666,101.40203777777778,123.01365402243589,45.88759,62.58544,67.85896,70.14861,68.84794,88.28027,85.37650500000001,20.83964549655165,29.93045982620562,30.84604882146042,29.928219505193024,26.652044229947485,37.82730194348724,150.5680541159535,50.85742658333333,44.04562105654762,48.93024,45.228955,15.600775618708262,20.23756663139573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1963,1963,CA,STATIN-L_7_N001,LOAD,58.50025145323741,71.15895204022988,80.59836422222223,90.45974120689657,75.56127759722223,102.25776425,127.46500415064104,52.44432,69.914805,75.79914,78.01637500000001,71.903915,90.07899,88.224555,35.8959542947614,29.565032670582035,57.11767209815503,72.24569803628236,24.14839634977963,38.82895580822918,152.86449623728805,57.159436166666666,95.66624180059524,52.967285,67.682025,22.007734668497232,70.44986926983597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1964,1964,CA,STATIND_1_N001,LOAD,58.28274054676259,71.04988646551723,80.36117408333332,90.11321222701147,75.45357022222223,102.0081908611111,127.2798036378205,52.32127,69.828485,75.68533,77.82131000000001,71.75811,89.93030999999999,88.13347999999999,35.931465008804,29.549288851124157,56.3865882186004,71.10452915702959,24.124921444400904,38.47120542012977,152.68394265988536,57.06173376388889,95.51438831845238,52.901885,67.526425,21.973715720501936,70.49590745477643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,1965,1965,CA,STATIND_1_N010,LOAD,58.28274054676259,71.04988646551723,80.36117408333332,90.11321222701147,75.45357022222223,102.0081908611111,127.2798036378205,52.32127,69.828485,75.68533,77.82131000000001,71.75811,89.93030999999999,88.13347999999999,35.931465008804,29.549288851124157,56.3865882186004,71.10452915702959,24.124921444400904,38.47120542012977,152.68394265988536,57.06173376388889,95.51438831845238,52.901885,67.526425,21.973715720501936,70.49590745477643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1966,1966,CA,STATIND_1_N013,LOAD,58.28274054676259,71.04988646551723,80.36117408333332,90.11321222701147,75.45357022222223,102.0081908611111,127.2798036378205,52.32127,69.828485,75.68533,77.82131000000001,71.75811,89.93030999999999,88.13347999999999,35.931465008804,29.549288851124157,56.3865882186004,71.10452915702959,24.124921444400904,38.47120542012977,152.68394265988536,57.06173376388889,95.51438831845238,52.901885,67.526425,21.973715720501936,70.49590745477643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,1967,1967,CA,STATINJ_1_N001,LOAD,49.41123692086331,69.1995705316092,83.34420802777778,94.5952151867816,77.73828152777779,105.91506656944443,151.4113628525641,50.35379,70.05469,78.06654,80.332075,74.30590000000001,93.054855,91.52759,22.11682549192982,29.07324181219745,61.95918013888054,79.07643765338786,24.76631951986072,41.21608621773315,219.24117385340665,56.81870070833333,46.73324486607142,53.952075,47.639845,16.46465471820617,23.31746226162327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1968,1968,CA,STATINJ_1_N012,LOAD,49.41123692086331,69.1995705316092,83.34420802777778,94.5952151867816,77.73828152777779,105.91506656944443,151.4113628525641,50.35379,70.05469,78.06654,80.332075,74.30590000000001,93.054855,91.52759,22.11682549192982,29.07324181219745,61.95918013888054,79.07643765338786,24.76631951986072,41.21608621773315,219.24117385340665,56.81870070833333,46.73324486607142,53.952075,47.639845,16.46465471820617,23.31746226162327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,1969,1969,CA,STATINJ_1_N027,LOAD,49.41123692086331,69.1995705316092,83.34420802777778,94.5952151867816,77.73828152777779,105.91506656944443,151.4113628525641,50.35379,70.05469,78.06654,80.332075,74.30590000000001,93.054855,91.52759,22.11682549192982,29.07324181219745,61.95918013888054,79.07643765338786,24.76631951986072,41.21608621773315,219.24117385340665,56.81870070833333,46.73324486607142,53.952075,47.639845,16.46465471820617,23.31746226162327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1970,1970,CA,STATINL_1_N001,LOAD,58.49435543884892,71.62952709770116,80.5630296111111,90.42910754310344,75.5429541111111,102.21651958333334,127.41609810897435,52.43181,70.245855,75.77792,77.995585,71.87903,90.069995,88.215885,35.99683834226281,29.849145709247576,57.11138068750071,72.2089444566388,24.142779047753304,38.80182496917915,152.76661217713004,57.15059168055556,95.52333979166669,52.964645,68.70166499999999,22.005144197084324,69.65151813068012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1971,1971,CA,STATINX_1_N001,LOAD,58.45836362589928,71.20771862068966,80.70652059722222,90.57658853448277,75.51305376388889,102.23259901388889,127.3092475,52.49165,69.9735,75.85003,78.044995,71.841105,90.02751,88.18544,35.975465596322046,29.570423699978235,57.46690365565127,72.91868582204089,24.134259729422745,39.12614064091888,152.57319330905233,57.189154097222215,95.62742979166669,52.99347,67.59129,22.021897503881625,70.49594501507042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,1972,1972,CA,STATINX_1_N012,LOAD,58.45836362589928,71.20771862068966,80.70652059722222,90.57481745689655,75.51305376388889,102.23259901388889,127.3092475,52.49165,69.9735,75.85003,78.044995,71.841105,90.02751,88.18544,35.975465596322046,29.570423699978235,57.46690365565127,72.9346852956329,24.134259729422745,39.12614064091888,152.57319330905233,57.14042361111112,95.62742979166669,52.94912,67.59129,22.01274628445582,70.49594501507042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1973,1973,CA,STATINX_1_N014,LOAD,58.45837408633094,71.20771862068966,80.70652059722222,90.57843806034482,75.51305376388889,102.23259901388889,127.3092475,52.49165,69.9735,75.85003,78.044995,71.841105,90.02751,88.18544,35.97547043883998,29.570423699978235,57.46690365565127,72.93366725322149,24.134259729422745,39.12614064091888,152.57319330905233,57.189154097222215,95.62742979166669,52.99347,67.59129,22.021897503881625,70.49594501507042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,1974,1974,CA,STATINX_1_N024,LOAD,58.45836362589928,71.20771862068966,80.70652059722222,90.57658853448277,75.51305376388889,102.23259901388889,127.3092475,52.49165,69.9735,75.85003,78.044995,71.841105,90.02751,88.18544,35.975465596322046,29.570423699978235,57.46690365565127,72.91868582204089,24.134259729422745,39.12614064091888,152.57319330905233,57.189154097222215,95.62742979166669,52.99347,67.59129,22.021897503881625,70.49594501507042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1975,1975,CA,STAUFER_7_B1,GEN,54.83045972661871,71.77959498563219,79.75237654166666,89.9512425862069,77.05651436111111,102.65627891666668,128.64887249999998,51.92007,70.311965,76.622855,78.56061,72.56582,90.466765,88.83395999999999,26.26588443562101,29.67748378136973,49.13091981709474,64.68502737688667,27.58778128932149,39.31459676445327,155.781041002969,58.40919297222222,73.31921501488095,53.356385,61.247595,25.73396006535649,40.29904539264629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1976,1976,CA,STCKTNAR_6_N001,LOAD,47.8127405323741,68.84656492816092,73.25263840277778,77.24053798850575,75.43525088888889,105.76819258333332,130.54799049679488,48.22515,69.13864000000001,75.27578,74.16664499999999,71.83379500000001,90.48912,90.485495,20.792827782862837,27.39909607995759,30.58609693609589,32.914645537679974,27.7970605323687,42.93547604268604,159.44230640788604,54.23188352777778,48.25527345238096,51.933275,48.249585,15.571305449658382,19.27643351346121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,1977,1977,CA,STDOIL_1_N009,LOAD,56.2087471942446,72.12253140804599,86.24947043055556,121.51513258620687,76.68248784722222,104.735491375,131.2826744230769,52.95144,71.40245,78.621195,82.944995,73.16020499999999,91.95435,90.409855,27.2444370731327,29.47715411321704,65.2440808140694,118.7198488451412,24.40449275737856,39.60639679832036,158.1625359250618,57.73767090277778,76.50317275297618,54.04654,63.416610000000006,18.60094051510672,43.30638486437695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1978,1978,CA,STELLING_1_N001,LOAD,47.884867971223024,68.37203244252873,76.673844125,85.75360149425288,79.25702309722222,102.42462123611112,126.54458684294872,48.63671,67.837515,76.79784000000001,77.03394499999999,75.19128,90.077015,88.05325500000001,22.04569737531172,27.29685785723762,29.403860739484607,53.01589820610485,22.67951165767572,36.06896022737052,151.526852319127,55.01163336111112,50.3853615625,52.12065,49.142965,15.429610493066477,18.39375335442356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,1979,1979,CA,STELLING_1_N004,LOAD,47.884867971223024,68.37203244252873,76.673844125,85.75360149425288,79.25702309722222,102.42462123611112,126.54458684294872,48.63671,67.837515,76.79784000000001,77.03394499999999,75.19128,90.077015,88.05325500000001,22.04569737531172,27.29685785723762,29.403860739484607,53.01589820610485,22.67951165767572,36.06896022737052,151.526852319127,55.01163336111112,50.3853615625,52.12065,49.142965,15.429610493066477,18.39375335442356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,1980,1980,CA,STELLING_1_N007,LOAD,47.884867971223024,68.37203244252873,76.673844125,85.75360149425288,79.25702309722222,102.42462123611112,126.54458684294872,48.63671,67.837515,76.79784000000001,77.03394499999999,75.19128,90.077015,88.05325500000001,22.04569737531172,27.29685785723762,29.403860739484607,53.01589820610485,22.67951165767572,36.06896022737052,151.526852319127,55.01163336111112,50.3853615625,52.12065,49.142965,15.429610493066477,18.39375335442356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,1981,1981,CA,STKTONA_1_N001,LOAD,47.80513981294964,69.12025099137931,73.18913927777778,77.91841640804597,76.27532469444445,107.67798698611112,134.2900700320513,48.40447,69.422675,75.66103,74.55238,72.737235,92.208895,92.146945,20.8116434068662,27.604549069434672,30.41695448673684,34.17062529903806,27.148771526994636,41.97501241965708,165.51908200046356,54.34579783333333,48.43883157738095,51.938655,48.428005,15.574575814399038,19.320233284436977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
